Trace1,,
Freq,,Amp
955999844,Hz,-44.28
956333177,Hz,-54.01
956666510,Hz,-64.25
956999843,Hz,-65.49
957333176,Hz,-63.93
957666509,Hz,-64.26
957999842,Hz,-64.86
958333175,Hz,-65.4
958666508,Hz,-65.3
958999841,Hz,-64.54
959333174,Hz,-53.85
959666507,Hz,-46.94
959999840,Hz,-43.25
960333173,Hz,-43.01
960666506,Hz,-43.56
960999839,Hz,-45.99
961333172,Hz,-54.97
961666505,Hz,-64.14
961999838,Hz,-64.83
962333171,Hz,-65.3
962666504,Hz,-65.07
962999837,Hz,-64.37
963333170,Hz,-64.97
963666503,Hz,-64.66
963999836,Hz,-62.39
964333169,Hz,-54.32
964666502,Hz,-47.06
964999835,Hz,-43.65
965333168,Hz,-43.28
965666501,Hz,-44.16
965999834,Hz,-46.06
966333167,Hz,-56.29
966666500,Hz,-64.16
966999833,Hz,-64.95
967333166,Hz,-64.16
967666499,Hz,-63.85
967999832,Hz,-63.77
968333165,Hz,-65
968666498,Hz,-65.46
968999831,Hz,-64.41
969333164,Hz,-54.17
969666497,Hz,-46.36
969999830,Hz,-42.85
970333163,Hz,-42.51
970666496,Hz,-42.76
970999829,Hz,-45.58
971333162,Hz,-54.91
971666495,Hz,-62.35
971999828,Hz,-63.24
972333161,Hz,-64.9
972666494,Hz,-64.24
972999827,Hz,-64.97
973333160,Hz,-64.25
973666493,Hz,-64.18
973999826,Hz,-64.33
974333159,Hz,-53.84
974666492,Hz,-46.83
974999825,Hz,-43.46
975333158,Hz,-43.03
975666491,Hz,-43.52
975999824,Hz,-46.02
976333157,Hz,-55.41
976666490,Hz,-64.72
976999823,Hz,-64.87
977333156,Hz,-63.62
977666489,Hz,-65.29
977999822,Hz,-64.64
978333155,Hz,-65.22
978666488,Hz,-65.77
978999821,Hz,-64.5
979333154,Hz,-55.58
979666487,Hz,-48.1
979999820,Hz,-44.91
980333153,Hz,-44.44
980666486,Hz,-44.8
980999819,Hz,-47.41
981333152,Hz,-57.56
981666485,Hz,-65.2
981999818,Hz,-65.44
982333151,Hz,-65.38
982666484,Hz,-66.2
982999817,Hz,-64.51
983333150,Hz,-64.67
983666483,Hz,-64.6
983999816,Hz,-64.61
984333149,Hz,-55.98
984666482,Hz,-47.91
984999815,Hz,-44.26
985333148,Hz,-43.97
985666481,Hz,-44.4
985999814,Hz,-46.96
986333147,Hz,-56.04
986666480,Hz,-64.68
986999813,Hz,-65
987333146,Hz,-64.77
987666479,Hz,-65.33
987999812,Hz,-64.49
988333145,Hz,-63.76
988666478,Hz,-64.93
988999811,Hz,-64.4
989333144,Hz,-53.38
989666477,Hz,-46.63
989999810,Hz,-43.08
990333143,Hz,-42.63
990666476,Hz,-43.05
990999809,Hz,-45.93
991333142,Hz,-55.65
991666475,Hz,-64.02
991999808,Hz,-65.22
992333141,Hz,-65.05
992666474,Hz,-64.38
992999807,Hz,-63.92
993333140,Hz,-64.15
993666473,Hz,-66.04
993999806,Hz,-63.15
994333139,Hz,-52.46
994666472,Hz,-45.46
994999805,Hz,-41.88
995333138,Hz,-41.37
995666471,Hz,-41.93
995999804,Hz,-44.45
996333137,Hz,-54.37
996666470,Hz,-63.79
996999803,Hz,-64.81
997333136,Hz,-63.22
997666469,Hz,-64.51
997999802,Hz,-65.54
998333135,Hz,-64.54
998666468,Hz,-64.85
998999801,Hz,-62.13
999333134,Hz,-51.42
999666467,Hz,-44.06
999999800,Hz,-40.11
